139.31280,38.51755,74.05094,-10.11461,0,0,04:28:57,0
139.31360,38.51775,74.21708,-9.92542,0,60,04:29:57,0
139.31380,38.51771,74.54769,-9.54770,0,180,04:31:57,0
139.31460,38.51801,74.71575,-9.35481,0,241,04:32:58,0
139.31870,38.51760,74.88032,-9.16573,0,300,04:33:57,0
139.32380,38.51864,75.05328,-8.96585,0,362,04:34:59,0
139.32970,38.51766,75.21585,-8.77835,0,420,04:35:57,0
139.33470,38.51798,75.38285,-8.58468,0,480,04:36:57,0
139.33860,38.51814,75.54890,-8.39171,0,540,04:37:57,0
139.34290,38.51638,75.71795,-8.19556,0,601,04:38:58,0
139.34770,38.51467,75.88161,-8.00516,0,660,04:39:57,0
139.35250,38.51362,76.04765,-7.81123,0,720,04:40:57,0
139.35790,38.51306,76.21377,-7.61652,0,780,04:41:57,0
139.36290,38.51276,76.37935,-7.42186,0,840,04:42:57,0
139.36780,38.51235,76.54464,-7.22711,0,900,04:43:57,0
139.37260,38.51233,76.70958,-7.03214,0,960,04:44:57,0
139.37740,38.51275,76.87425,-6.83687,0,1020,04:45:57,0
139.38240,38.51344,77.03880,-6.64117,0,1080,04:46:57,0
139.38710,38.51472,77.20555,-6.44217,0,1141,04:47:58,0
139.39130,38.51644,77.36637,-6.24964,0,1200,04:48:57,0
139.39540,38.51886,77.52953,-6.05362,0,1260,04:49:57,0
139.39610,38.51992,77.69314,-5.85709,0,1321,04:50:58,0
139.39880,38.52311,77.85494,-5.66153,0,1381,04:51:58,0
139.40210,38.52625,78.01430,-5.46851,0,1440,04:52:57,0
139.40540,38.52895,78.17619,-5.27211,0,1500,04:53:57,0
139.40960,38.53122,78.33852,-5.07484,0,1560,04:54:57,0
139.41160,38.53186,78.49942,-4.87932,0,1620,04:55:57,0
139.41340,38.53369,78.66523,-4.67693,0,1682,04:56:59,0
139.41400,38.53402,78.81961,-4.48839,0,1740,04:57:57,0
139.41380,38.53403,78.97864,-4.29370,0,1800,04:58:57,0
139.41390,38.53427,79.14298,-4.09181,0,1862,04:59:59,0
139.41420,38.53442,79.29670,-3.90238,0,1920,05:00:57,0
139.41310,38.53398,79.45735,-3.70388,0,1981,05:01:58,0
139.41410,38.53456,79.61382,-3.50954,0,2040,05:02:57,0
139.41300,38.53407,79.77680,-3.30657,0,2102,05:03:59,0
139.41370,38.53458,79.93280,-3.11114,0,2161,05:04:58,0
139.41800,38.53653,80.08821,-2.91509,0,2219,05:05:56,0
139.41830,38.53637,80.25424,-2.70498,0,2282,05:06:59,0
139.41800,38.53667,80.40921,-2.50741,0,2341,05:07:58,0
139.41790,38.53668,80.56943,-2.30155,0,2402,05:08:59,0
139.41810,38.53672,80.72184,-2.10386,0,2460,05:09:57,0
139.41790,38.53690,80.88436,-1.89049,0,2522,05:10:59,0
139.41880,38.53701,81.03435,-1.69066,0,2579,05:11:56,0
139.42310,38.53842,81.20202,-1.46253,0,2642,05:12:59,0
139.42730,38.54078,81.35379,-1.25028,0,2699,05:13:56,0
139.43150,38.54269,81.51333,-1.01911,0,2759,05:14:56,0
139.43490,38.54558,81.67224,-0.77591,0,2819,05:15:56,0
139.43800,38.54895,81.83087,-0.51203,1,2879,05:16:56,0
139.44170,38.55195,81.99763,-0.19231,1,2942,05:17:59,0
139.44510,38.55493,82.15629,0.07585,1,3002,05:18:59,0
139.44840,38.55790,82.30959,0.23393,1,3060,05:19:57,0
139.45170,38.55996,82.47065,0.40249,1,3121,05:20:58,0
139.45560,38.56326,82.62679,0.56845,1,3180,05:21:57,0
139.46030,38.56497,82.78337,0.73690,1,3239,05:22:56,0
139.46490,38.56847,82.94242,0.91032,1,3299,05:23:56,0
139.46810,38.57187,83.10836,1.09329,1,3362,05:24:59,0
139.47120,38.57498,83.26377,1.26644,1,3421,05:25:58,0
139.47330,38.57833,83.41591,1.43753,1,3479,05:26:56,0
139.47630,38.58077,83.57375,1.61645,1,3539,05:27:56,0
139.47990,38.58414,83.73714,1.80320,1,3601,05:28:58,0
139.48300,38.58807,83.88980,1.97899,1,3659,05:29:56,0
139.48570,38.59146,84.04736,2.16153,1,3719,05:30:56,0
139.49010,38.59445,84.21113,2.35237,1,3781,05:31:58,0
139.49170,38.59818,84.36797,2.53615,1,3841,05:32:58,0
139.49480,38.60130,84.52309,2.71877,1,3900,05:33:57,0
139.49670,38.60461,84.67747,2.90127,1,3959,05:34:56,0
139.49850,38.60792,84.83436,3.08747,1,4019,05:35:56,0
139.50110,38.61070,84.99689,3.28104,1,4081,05:36:58,0
139.50350,38.61372,85.15152,3.46581,1,4140,05:37:57,0
139.50500,38.61679,85.30559,3.65043,1,4199,05:38:56,0
139.50820,38.61895,85.46325,3.83985,1,4259,05:39:56,0
139.50960,38.62220,85.62245,4.03159,1,4320,05:40:57,0
139.51020,38.62557,85.77599,4.21691,1,4379,05:41:56,0
139.51260,38.62882,85.93324,4.40712,1,4439,05:42:56,0
139.51240,38.63199,86.09407,4.60204,1,4501,05:43:58,0
139.51400,38.63510,86.25084,4.79242,1,4561,05:44:58,0
139.51400,38.63881,86.40411,4.97885,1,4620,05:45:57,0
139.51430,38.64203,86.55494,5.16315,1,4678,05:46:55,0
139.51620,38.64515,86.71457,5.35804,1,4739,05:47:56,0
139.51770,38.64815,86.86879,5.54652,1,4798,05:48:55,0
139.51780,38.65179,87.02482,5.73736,1,4858,05:49:55,0
139.51950,38.65515,87.18187,5.92961,1,4918,05:50:55,0
139.52310,38.65762,87.34783,6.13302,1,4981,05:51:58,0
139.52500,38.66025,87.49722,6.31622,1,5038,05:52:55,0
139.52870,38.66184,87.65545,6.51048,1,5098,05:53:55,0
139.53250,38.66400,87.81385,6.70500,1,5158,05:54:55,0
139.53570,38.66641,87.97975,6.90883,1,5221,05:55:58,0
139.53870,38.66906,88.13002,7.09347,1,5278,05:56:55,0
139.54060,38.67180,88.29528,7.29659,1,5341,05:57:58,0
139.54330,38.67356,88.45318,7.49083,1,5401,05:58:58,0
139.54400,38.67356,88.60187,7.67400,1,5458,05:59:55,0
139.54550,38.67668,88.76453,7.87399,1,5520,06:00:57,0
139.54950,38.67909,88.92614,8.07279,1,5581,06:01:58,0
139.55070,38.68256,89.08103,8.26312,1,5640,06:02:57,0
139.55330,38.68579,89.24466,8.46425,1,5702,06:03:59,0
139.55650,38.68830,89.40344,8.65948,1,5762,06:04:59,0
139.55840,38.69172,89.56164,8.85380,1,5822,06:05:59,0
139.56170,38.69420,89.72067,9.04925,1,5882,06:06:59,0
139.56430,38.69781,89.87955,9.24423,1,5942,06:07:59,0
139.57030,38.70379,90.19793,9.63497,1,6062,06:09:59,0
139.57550,38.70947,90.51361,10.02204,1,6181,06:11:58,0
139.57850,38.71180,90.67310,10.21756,1,6241,06:12:58,0
139.58090,38.71538,90.83518,10.41586,1,6302,06:13:59,0
139.58330,38.71837,90.99467,10.61097,1,6362,06:14:59,0
139.58520,38.72139,91.15136,10.80249,1,6421,06:15:58,0
139.58830,38.72384,91.31408,11.00142,1,6482,06:16:59,0
139.59040,38.72753,91.47657,11.19956,1,6543,06:18:00,0
139.59200,38.73124,91.63626,11.39411,1,6603,06:19:00,0
139.59550,38.73877,91.95370,11.78020,1,6722,06:20:59,0
139.59720,38.74272,92.11135,11.97159,1,6781,06:21:58,0
139.59890,38.74588,92.26899,12.16300,1,6840,06:22:57,0
139.60070,38.75003,92.43765,12.36734,1,6903,06:24:00,0
139.60500,38.75729,92.75457,12.75078,1,7021,06:25:58,0
139.60770,38.76001,92.91875,12.94939,1,7082,06:26:59,0
139.60960,38.76370,93.08017,13.14410,1,7142,06:27:59,0
139.61250,38.76659,93.24224,13.33960,1,7202,06:28:59,0
139.61490,38.76971,93.40423,13.53468,1,7262,06:29:59,0
139.61770,38.77312,93.56674,13.73003,1,7322,06:30:59,0
139.61990,38.77687,93.72916,13.92486,1,7382,06:31:59,0
