139.20080,38.54303,79.55722,-6.73623,0,0,04:51:58,0
139.20070,38.54281,79.71757,-6.54282,0,60,04:52:58,0
139.20050,38.54274,79.87499,-6.35250,0,119,04:53:57,0
139.20010,38.54532,80.02383,-6.17139,0,175,04:54:53,0
139.20320,38.54725,80.18815,-5.97134,0,236,04:55:54,0
139.20100,38.54909,80.34894,-5.77522,0,297,04:56:55,0
139.20090,38.54908,80.50843,-5.58080,0,357,04:57:55,0
139.20100,38.54883,80.67853,-5.37305,0,421,04:58:59,0
139.20170,38.55129,80.83797,-5.17712,0,481,04:59:59,0
139.20640,38.55291,80.98663,-4.99423,0,536,05:00:54,0
139.20500,38.55508,81.14185,-4.80276,0,595,05:01:53,0
139.20720,38.55807,81.31503,-4.58846,0,660,05:02:58,0
139.20700,38.56223,81.47323,-4.39187,0,720,05:03:58,0
139.20790,38.56453,81.62423,-4.20418,0,777,05:04:55,0
139.21100,38.56825,81.78433,-4.00434,0,837,05:05:55,0
139.21400,38.57163,81.93900,-3.81078,0,895,05:06:53,0
139.21860,38.57400,82.09992,-3.60904,0,955,05:07:53,0
139.21980,38.57784,82.26902,-3.39598,0,1019,05:08:57,0
139.21770,38.58135,82.43069,-3.19151,0,1081,05:09:59,0
139.21840,38.58474,82.58877,-2.99069,0,1141,05:10:59,0
139.22010,38.58765,82.73426,-2.80499,0,1196,05:11:54,0
139.22170,38.59094,82.90587,-2.58471,0,1261,05:12:59,0
139.22130,38.59372,83.06301,-2.38156,0,1321,05:13:59,0
139.22080,38.59670,83.20427,-2.19740,0,1375,05:14:53,0
139.22080,38.59993,83.37722,-1.96962,0,1441,05:15:59,0
139.22070,38.60252,83.52384,-1.77396,0,1497,05:16:55,0
139.22320,38.60531,83.68773,-1.55153,0,1559,05:17:57,0
139.22650,38.60804,83.85205,-1.32313,0,1621,05:18:59,0
139.22700,38.61086,83.99884,-1.11254,0,1677,05:19:55,0
139.22770,38.61426,84.16661,-0.86050,0,1741,05:20:59,0
139.23060,38.61681,84.31740,-0.61760,0,1798,05:21:56,0
139.23140,38.62058,84.47989,-0.32472,1,1860,05:22:58,0
139.23440,38.62353,84.63848,0.00973,1,1920,05:23:58,0
139.23630,38.62620,84.78589,0.16099,1,1976,05:24:54,0
139.24040,38.62856,84.95552,0.33781,1,2040,05:25:58,0
139.24210,38.63145,85.11577,0.50747,1,2101,05:26:59,0
139.24340,38.63472,85.26269,0.66510,1,2157,05:27:55,0
139.24810,38.63683,85.42214,0.83814,1,2217,05:28:55,0
139.25050,38.64010,85.58794,1.02025,1,2280,05:29:58,0
139.25330,38.64262,85.74092,1.19002,1,2338,05:30:56,0
139.25750,38.64343,85.89994,1.36806,1,2398,05:31:56,0
139.26060,38.64666,86.06349,1.55292,1,2460,05:32:58,0
139.26170,38.64928,86.22317,1.73480,1,2521,05:33:59,0
139.26500,38.65230,86.37900,1.91360,1,2580,05:34:58,0
139.26690,38.65559,86.53397,2.09251,1,2639,05:35:57,0
139.26650,38.65909,86.69272,2.27684,1,2700,05:36:58,0
139.26950,38.66190,86.85095,2.46155,1,2760,05:37:58,0
139.27120,38.66581,87.00843,2.64622,1,2820,05:38:58,0
139.27430,38.66830,87.16413,2.82957,1,2879,05:39:57,0
139.27700,38.67146,87.32482,3.01952,1,2940,05:40:58,0
139.28100,38.67420,87.48111,3.20490,1,2999,05:41:57,0
139.28570,38.67556,87.64299,3.39753,1,3060,05:42:58,0
139.28890,38.67856,87.83009,3.62081,1,3131,05:44:09,0
139.29400,38.68448,88.11500,3.96195,1,3239,05:45:57,0
139.29790,38.68750,88.27918,4.15913,1,3301,05:46:59,0
139.29920,38.68857,88.32958,4.21973,1,3320,05:47:18,0
139.37280,38.76263,91.62981,8.22480,1,4561,06:07:59,0
139.37500,38.76639,91.78434,8.41232,1,4619,06:08:57,0
139.38100,38.76904,91.95175,8.61567,1,4681,06:09:59,0
139.37870,38.77310,92.10110,8.79660,1,4738,06:10:56,0
139.37780,38.77719,92.26466,8.99467,1,4800,06:11:58,0
139.37870,38.78062,92.42675,9.19098,1,4861,06:12:59,0
139.37550,38.78406,92.58110,9.37774,1,4920,06:13:58,0
139.37830,38.78719,92.74463,9.57559,1,4981,06:14:59,0
139.37830,38.78726,92.74729,9.57879,1,4982,06:15:00,0
139.37710,38.79442,93.06271,9.95961,1,5101,06:16:59,0
139.37990,38.79816,93.22415,10.15426,1,5161,06:17:59,0
139.38190,38.80172,93.38522,10.34830,1,5221,06:18:59,0
139.38770,38.80287,93.54843,10.54542,1,5281,06:19:59,0
139.39340,38.80338,93.70895,10.73930,1,5340,06:20:58,0
139.39900,38.80376,93.87486,10.93955,1,5401,06:21:59,0
139.40360,38.80579,94.03795,11.13571,1,5461,06:22:59,0
139.40950,38.80653,94.20179,11.33295,1,5521,06:23:59,0
139.41420,38.80782,94.36515,11.52923,1,5581,06:24:59,0
139.41860,38.81028,94.52873,11.72517,1,5641,06:25:59,0
139.42440,38.81072,94.69298,11.92234,1,5701,06:26:59,0
139.42450,38.81075,94.69572,11.92562,1,5702,06:27:00,0
139.42600,38.81080,95.01007,12.30256,1,5819,06:28:57,0
139.42590,38.81075,95.17633,12.50159,1,5881,06:29:59,0
139.42840,38.81152,95.33926,12.69612,1,5941,06:30:59,0
139.43420,38.81186,95.50442,12.89321,1,6001,06:31:59,0
139.43970,38.81321,95.66982,13.08994,1,6061,06:32:59,0
139.44510,38.81419,95.83528,13.28659,1,6121,06:33:59,0
139.45020,38.81584,96.00092,13.48291,1,6181,06:34:59,0
139.45210,38.81927,96.16515,13.67652,1,6241,06:35:59,0
139.45210,38.81930,96.16786,13.67973,1,6242,06:36:00,0
139.46170,38.82350,96.49742,14.06835,1,6361,06:37:59,0
139.46180,38.82354,96.50020,14.07163,1,6362,06:38:00,0
139.47190,38.82780,96.83105,14.46042,1,6481,06:39:59,0
139.47750,38.82986,96.99855,14.65676,1,6541,06:40:59,0
139.48270,38.83230,97.16613,14.85268,1,6601,06:41:59,0
139.48760,38.83383,97.32808,15.04202,1,6659,06:42:57,0
139.49350,38.83564,97.50194,15.24484,1,6721,06:43:59,0
139.49390,38.83566,97.50768,15.25154,1,6723,06:44:01,0
139.49480,38.83725,97.70865,15.48567,1,6796,06:45:14,0
139.49530,38.83694,97.99714,15.82201,1,6901,06:46:59,0
139.49590,38.83659,98.16249,16.01438,1,6961,06:47:59,0
